Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1327516980,6,6,6,6,1.71821306,10.30927836,6
1327517040,6,6,6,6,1.68067227,10.08403362,6
1327517160,6,6,6,6,1.5306471,9.1838826,6
1327527060,6.31,6.31,6.31,6.31,0.2,1.262,6.31
1327527420,6.31,6.31,6.31,6.31,0.2,1.262,6.31
1327588380,6.27,6.27,6.27,6.27,0.69803068,4.376652364,6.27
1327588440,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588500,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588560,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588620,6.27,6.27,6.27,6.27,1.73010381,10.84775089,6.27
1327588680,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588740,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588800,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588920,6.27,6.27,6.27,6.27,1.71526587,10.75471701,6.27
1327588980,6.27,6.27,6.27,6.27,1.5730351,9.862930077,6.27
1327589820,6.27,6.27,6.27,6.27,0.35093105,2.200337684,6.27
1327613340,5.91,5.91,5.91,5.91,8,47.28,5.91
1327613580,6.08,6.08,6.08,6.08,0.36010885,2.189461808,6.08
1327613640,6.14,6.3,6.14,6.3,4,25.14187482,6.285468705
1327614000,6.2,6.2,6.2,6.2,0.2,1.24,6.2
1327618980,5.5,5.5,5.5,5.5,1,5.5,5.5
1327629480,3.8,3.8,3.8,3.8,0.27,1.026,3.8
1327629540,6.03,6.03,6.03,6.03,0.29684909,1.790000013,6.03
1327662240,5,5,5,5,1.94174757,9.70873785,5
1327662300,5,5,5,5,0.62025243,3.10126215,5
1327670640,5.74,5.74,5.74,5.74,6.84842884,39.30998154,5.74
1327670700,5.74,5.74,5.74,5.74,4.84842884,27.82998154,5.74
1327670760,5.74,5.74,5.74,5.74,3.84501845,22.0704059,5.74
1327670820,5.74,5.74,5.74,5.74,27.32120893,156.8237393,5.74
1327670880,5.74,5.74,5.74,5.74,2.84501845,16.3304059,5.74
1327670940,5.74,5.74,5.74,5.74,1.84501845,10.5904059,5.74
1327671000,5.74,5.74,5.74,5.74,1.84501845,10.5904059,5.74
1327671120,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671180,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671240,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671300,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671360,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671420,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671480,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671540,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671600,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327671660,5.74,5.74,5.74,5.74,1.84842884,10.60998154,5.74
1327672980,5.81,5.81,5.81,5.81,3,17.43,5.81
1327673040,5.81,5.81,5.81,5.81,1.84501845,10.7195572,5.81
1327673100,5.81,5.81,5.81,5.81,1.84501845,10.7195572,5.81
1327673160,5.81,5.81,5.81,5.81,1.85873606,10.79925651,5.81
1327680240,5.83,5.83,5.83,5.83,2.3777832,13.86247606,5.83
1327680720,5.88,5.88,5.88,5.88,1.14215881,6.715893803,5.88
1327680840,5.88,5.88,5.88,5.88,9,52.92,5.88
1327723440,4.91,4.91,4.91,4.91,0.25,1.2275,4.91
1327806840,5.89,5.89,5.89,5.89,0.16808149,0.989999976,5.89
1327811160,5.89,5.89,5.89,5.89,1.14439206,6.740469233,5.89
1327811460,5.9,5.9,5.9,5.9,0.54237288,3.199999992,5.9
1327863960,5.3,5.3,5.3,5.3,2.6,13.78,5.3
1327878420,5.5,5.5,5.5,5.5,5,27.5,5.5
1327927200,5.3,5.3,5.3,5.3,2.4,12.72,5.3
1327937220,5.58,5.58,5.58,5.58,7.79569892,43.49999997,5.58
1327944420,5.58,5.58,5.58,5.58,2.20430108,12.30000003,5.58
1327945260,5.58,5.58,5.58,5.58,2,11.16,5.58
1327945440,5.58,5.58,5.58,5.58,0.19,1.0602,5.58
1327945620,5.58,5.58,5.58,5.58,0.19,1.0602,5.58
1327953180,5.58,5.58,5.58,5.58,0.19,1.0602,5.58
1327953240,5.58,5.58,5.58,5.58,0.19,1.0602,5.58
1327988580,5.7,5.7,5.7,5.7,2,11.4,5.7
1327997700,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327997760,5.58,5.58,5.58,5.58,0.76,4.2408,5.58
1327997820,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327997880,5.58,5.58,5.58,5.58,0.76,4.2408,5.58
1327997940,5.58,5.58,5.58,5.58,0.76,4.2408,5.58
1327998000,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327998060,5.58,5.58,5.58,5.58,2.36533214,13.19855334,5.58
1327998120,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998180,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998240,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998300,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327998360,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327998420,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998480,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327998540,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327998600,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998660,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998720,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327998780,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998840,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998900,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327998960,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327999020,5.58,5.58,5.58,5.58,0.38,2.1204,5.58
1327999080,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327999140,5.58,5.58,5.58,5.58,0.57,3.1806,5.58
1327999200,5.58,5.58,5.58,5.58,0.19,1.0602,5.58
1327999980,5.58,5.58,5.58,5.58,1.79533214,10.01795334,5.58
1328000040,5.58,5.58,5.58,5.58,1.79533214,10.01795334,5.58
1328018520,5.85,5.85,5.85,5.85,0.94188034,5.509999989,5.85
1328021400,5.85,5.85,5.85,5.85,13.41880342,78.50000001,5.85
1328025360,5.85,5.85,5.85,5.85,15.65641026,91.59000002,5.85
1328031420,5.85,5.85,5.85,5.85,7.16682598,41.92593198,5.85
1328031480,5.9,6,5.69,6,15.87067027,93.61053176,5.898335116
1328031540,6.01,6.17,5.69,6.17,24.72121364,150.5200451,6.08869966
1328031600,6.17,6.22,6.17,6.22,5.58653301,34.62996231,6.198828906
1328035440,6,6,6,6,0.55,3.3,6
